UserID DayID waveday mzp.day weekday time_cont well good content happy NEvent PEvent firsthour laterhour male age dtime one time_cont2 time_cont3 weight
10509 105096 6 7 2 1244 1 1 1 1 0 0 0 1 1 26 133 1 1547536 1925134784 1
10509 105096 6 8 2 1340 2 1 1 1 0 0 0 1 1 26 96 1 1795600 2406104000 1
10509 105097 7 0 NA 480 NA NA NA NA 1 0 1 0 1 26 1 1 230400 110592000 1
10509 105097 7 1 3 640 0 1 0 1 0 0 0 1 1 26 160 1 409600 262144000 1
10509 105097 7 2 3 751 1 1 1 1 0 0 0 1 1 26 111 1 564001 423564751 1
10509 105097 7 3 3 857 1 1 0 1 0 0 0 1 1 26 106 1 734449 629422793 1
10509 105097 7 4 3 971 0 1 1 1 0 1 0 1 1 26 114 1 942841 915498611 1
10509 105097 7 5 3 1109 1 2 1 1 0 0 0 1 1 26 138 1 1229881 1363938029 1
10509 105097 7 6 3 1172 1 1 1 1 0 0 0 1 1 26 63 1 1373584 1609840448 1
10509 105097 7 7 3 1271 2 2 2 2 0 0 0 1 1 26 99 1 1615441 2053225511 1
10509 105097 7 8 3 1359 1 1 1 1 0 0 0 1 1 26 88 1 1846881 2509911279 1
10819 108191 1 0 NA 480 NA NA NA NA 1 1 1 0 0 25 1 1 230400 110592000 1
10819 108191 1 1 4 552 1 1 1 1 1 1 0 1 0 25 72 1 304704 168196608 1
10819 108191 1 2 4 655 1 1 1 1 0 0 0 1 0 25 103 1 429025 281011375 1
10819 108191 1 3 4 753 1 1 2 1 0 1 0 1 0 25 98 1 567009 426957777 1
10819 108191 1 4 4 871 2 2 2 2 0 1 0 1 0 25 118 1 758641 660776311 1
10819 108191 1 5 4 969 1 2 2 2 0 1 0 1 0 25 98 1 938961 909853209 1
10819 108191 1 6 4 1096 2 2 1 1 0 1 0 1 0 25 127 1 1201216 1316532736 1
10819 108191 1 7 4 1183 NA NA NA NA 1 0 0 1 0 25 87 1 1399489 1655595487 1
10819 108191 1 8 4 1284 1 2 2 2 0 1 0 1 0 25 101 1 1648656 2116874304 1
10819 108192 2 0 NA 480 NA NA NA NA 0 1 1 0 0 25 1 1 230400 110592000 1
10819 108192 2 1 5 575 1 2 2 1 0 1 0 1 0 25 95 1 330625 190109375 1
10819 108192 2 2 5 699 1 1 1 1 0 0 0 1 0 25 124 1 488601 341532099 1
10819 108192 2 3 5 824 2 2 2 1 1 1 0 1 0 25 125 1 678976 559476224 1
10819 108192 2 4 5 919 0 0 1 1 0 0 0 1 0 25 95 1 844561 776151559 1
10819 108192 2 5 5 1029 1 2 1 1 0 1 0 1 0 25 110 1 1058841 1089547389 1
10819 108192 2 6 5 1127 1 1 1 1 1 0 0 1 0 25 98 1 1270129 1431435383 1
10819 108192 2 7 5 1227 2 2 1 1 0 1 0 1 0 25 100 1 1505529 1847284083 1
10819 108192 2 8 5 1305 NA NA NA NA 1 1 0 1 0 25 78 1 1703025 2222447625 1
10819 108193 3 0 NA 480 NA NA NA NA 1 0 1 0 0 25 1 1 230400 110592000 1
10819 108193 3 1 6 590 1 1 1 1 0 1 0 1 0 25 110 1 348100 205379000 1
10819 108193 3 2 6 713 0 0 0 1 1 0 0 1 0 25 123 1 508369 362467097 1
10819 108193 3 3 6 838 1 1 1 1 1 1 0 1 0 25 125 1 702244 588480472 1
10819 108193 3 4 6 926 0 0 0 1 0 0 0 1 0 25 88 1 857476 794022776 1
10819 108193 3 5 6 1041 0 0 0 1 0 0 0 1 0 25 115 1 1083681 1128111921 1
10819 108193 3 6 6 1132 2 1 1 1 0 0 0 1 0 25 91 1 1281424 1450571968 1
10819 108193 3 7 6 1201 1 1 1 1 0 1 0 1 0 25 69 1 1442401 1732323601 1
10819 108193 3 8 6 1297 1 1 1 1 0 1 0 1 0 25 96 1 1682209 2181825073 1
10819 108194 4 0 NA 480 NA NA NA NA 1 1 1 0 0 25 1 1 230400 110592000 1
10819 108194 4 1 7 623 1 1 1 1 0 1 0 1 0 25 143 1 388129 241804367 1
10819 108194 4 2 7 723 1 1 1 1 0 0 0 1 0 25 100 1 522729 377933067 1
10819 108194 4 3 7 825 1 1 1 1 0 1 0 1 0 25 102 1 680625 561515625 1
